id;budget;genres;imdb_id;original_language;original_title;overview;popularity;production_companies;production_countries;release_date;revenue;runtime;spoken_languages;status;tagline;title;vote_average;vote_count;production_companies_number;production_countries_number;spoken_languages_number
4587;31000000;Comedy|Drama|Romance;tt0100140;en;Mermaids;Fifteen-year-old Charlotte Flax is tired of her wacky mom moving their family to a different town any time she feels it is necessary. When they move to a small Massachusetts town and Mrs. Flax begins dating a shopkeeper, Charlotte and her 9-year-old sister, Kate, hope that they can finally settle down. But when Charlotte's attraction to an older man gets in the way, the family must learn to accept each other for who they truly are.;0.415083;Orion Pictures;United States of America;14/12/1990;35419397;110;English;Released;Mom is many things... normal isn't one of them.;Mermaids;6.5;114;1;1;1
4588;15000000;Action|Drama|Romance|Thriller;tt0808357;zh;色‧戒;During World War II a secret agent (Tang Wei) must seduce, then assassinate an official (Tony Leung Chiu Wai) who works for the Japanese puppet government in Shanghai. Her mission becomes clouded when she finds herself falling in love with the man she is assigned to kill.;0.621135;River Road Entertainment;Taiwan;30/08/2007;0;156;普通话;Released;;Lust, Caution;6.8;169;3;3;1
4592;0;Comedy|Romance;tt0289889;en;Carolina;Carolina is a 2003 romantic comedy film directed by Marleen Gorris, starring Julia Stiles, Shirley MacLaine, Alessandro Nivola, Mika Boorem, Randy Quaid, and Jennifer Coolidge. Lisa Sheridan has a cameo role in the film, and Barbara Eden has the uncredited part of Daphne. It is set in Los Angeles, California. Shot in 2003, the film failed to find a distributor and was released direct-to-video in 2005.;0.750301;Hollywood Partners;Germany;04/07/2003;0;97;English;Released;;Carolina;5.5;18;6;2;1
4593;800000;Comedy;tt0068361;fr;Le Charme discret de la bourgeoisie;A surreal, virtually plotless series of dreams centered around six middle-class people and their consistently interrupted attempts to have a meal together.;0.71119;Greenwich Film Productions;France;15/09/1972;0;101;Français;Released;;The Discreet Charm of the Bourgeoisie;7.4;121;1;3;2
4595;0;Comedy;tt0040497;fr;Jour de Fête;Jour de fête tells the story of an inept and easily-distracted French mailman who frequently interrupts his duties to converse with the local inhabitants, as well as inspect the traveling fair that has come to his small community. Influenced by too much wine and a newsreel account of rapid transportation methods used by the United States postal system, he goes to hilarious lengths to speed the delivery of mail while aboard his bicycle.;0.13196;Cady-Film;France;04/05/1949;0;76;Français;Released;;Jour de Fête;7.2;33;1;1;1
4597;20000000;Action|Crime|Drama|Thriller;tt0913354;en;Armored;A crew of officers at an armored transport security firm risk their lives when they embark on the ultimate heist against their own company. Armed with a seemingly fool-proof plan, the men plan on making off with a fortune with harm to none. But when an unexpected witness interferes, the plan quickly unravels and all bets are off.;1.886438;Screen Gems;United States of America;04/12/2009;22942221;88;English;Released;Who will be the last man standing?;Armored;5.5;197;4;1;2
4599;50000000;Drama|Comedy|Romance;tt0350028;en;Raising Helen;Helen Harris has a glamorous, big-city life working for one of New York's hottest modeling agencies. But suddenly her free-spirited life gets turned upside down when she must chose between the life she's always loved, and the new loves of her life!;1.460632;Touchstone Pictures;United States of America;27/05/2004;49718611;119;English;Released;Her uptown life gets turned inside out!;Raising Helen;5.9;173;3;1;1
4610;0;Drama|Action|Thriller;tt0111183;de;Die Sieger;Simon, the leader of a police special unit, becomes caught up in a complex scheme involving bribery and money-laundering, as well as an affair with the beautiful wife of a government official investigating organized crime and political corruption. After the official is kidnapped, the chase leads to a dramatic conclusion high in the Bavarian Alps.;0.002478;Bavaria Film;Germany;22/09/1994;0;130;Français;Released;;Die Sieger;0.0;0;3;1;3
4611;0;Comedy;tt0097414;de;Geld;No overview found.;0.0;Olga Film GmbH;Germany;15/03/1989;0;90;Deutsch;Released;;Geld;0.0;0;2;1;1
4612;0;Action;tt0300902;en;Absolon;In the near future, a virus has infected everyone on the planet, and Absolon is a drug that everyone must take to stay alive. One corporation controls the drug. Murchison is the leader of this firm. A scientist who was researching the virus is found murdered, and Norman Scott is the policeman who investigates the crime.;0.910573;GFT Entertainment;Canada;01/01/2003;0;96;English;Released;;Absolon;4.4;21;5;2;1
4613;0;Comedy|Crime;tt0286947;en;Scorched;Three bank tellers. One goal: knock the place over. The ultimate inside jobs, plotted by three people with nothing to lose.;0.886252;Code Entertainment;United States of America;17/05/2003;0;95;English;Released;How many tellers does it take to rob a bank?;Scorched;5.3;32;2;1;1
4614;68000000;Thriller|Action|Drama;tt0164184;en;The Sum of All Fears;CIA analyst Jack Ryan discovers that an Islamic terrorist group is constructing a nuclear warhead. Jack must thwart the plans of the terrorists to create a catastrophic conflict between the United States and Russia by detonating a nuclear weapon during a football game in Baltimore attended by both the U.S. President and Russia's new President.;1.206984;Paramount Pictures;United States of America;31/05/2002;193000000;124;العربية;Released;27,000 nuclear weapons. One is missing.;The Sum of All Fears;5.9;411;5;1;5
4615;0;Comedy;tt0081047;en;La liceale al mare con l'amica di papà;Massimo Castaldi (Montagnani) is a social climber married to Violante (Marisa Mell) who comes from a rich family. His relationship with his mistress Laura (Cinzia De Ponti) is jeopardised when the family moves to their summer house on the Pugliese coast. Nevertheless, Massimo seems to find a solution. His raunchy daughter Sonia (Sabrina Siani) failed in Italian and he plans to present Laura as a nun who will give Sonia private lessons for her compensation exam. On the other hand, there are two dim-witted criminals, Terenzio (Alvaro Vitali) and Fulgenzio (Gianni Ciardo), who are planning to abduct a Castaldi family member for good ransom money.;0.126183;Dania Film;Italy;01/01/1980;0;86;Italiano;Released;;La liceale al mare con l'amica di papà;3.0;1;2;1;1
4616;0;Comedy;tt0082284;it;La dottoressa preferisce i marinai;A doctor in a hotel has a lot of problems like a man repeatedly fails to commit suicide, a pair of window washers witness a murder by a hit man, a suspicious wife checks up on her husband who happens to be having an affair with her and many more...;0.240423;Fedelfilm;Italy;01/12/1981;0;80;Italiano;Released;;The Doctor Prefers Sailors;0.0;0;1;1;1
4627;8000000;Action|Fantasy|Horror;tt0772181;de;Krabat;A 14-year-old orphan named Krabat flees the horrors of the 30 Years War by becoming an apprentice to an ominous master of a mysterious mill. Krabat is not only taught the craft of milling, but is also instructed in the sinister world of the darker arts. When the life of his friend and protector is threatened, Krabat must struggle to free himself from an evil sorcerer's control in a gripping fight for freedom, friendship and love.;0.362967;Krabat Filmproduktion;Germany;07/09/2008;0;120;Nederlands;Released;;Krabat and the Legend of the Satanic Mill;6.2;60;2;1;3
4628;0;Adventure|Drama|Action|Thriller|Foreign;tt0083891;en;Enigma;Five highly-trained KGB agents are sent to the west to assassinate several Soviet dissidents. In order to stop the diabolical plot, an American agent must infiltrate Soviet intelligence and obtain information from a Russian computer.;0.25015;none;France;28/01/1983;0;122;English;Released;;Enigma;5.7;3;0;2;2
4629;4000000;Drama|Romance;tt0465436;en;December Boys;For many years, four teenage orphans at an Australian outback convent have watched their younger comrades find new parents, and realize that they may never be adopted. The Reverend Mother sends the four boys away on a seaside vacation, where they meet Teresa and Fearless, a couple who would make perfect parents. The youths compete with one another to be the one Teresa and Fearless decide to adopt.;1.045219;Village Roadshow Pictures;Australia;20/09/2007;46474;105;English;Released;After that summer nothing would be the same.;December Boys;6.1;72;2;3;1
4630;0;Drama;tt0499166;en;Zemestan;No overview found.;0.001179;AMA Media;Iran;14/02/2006;0;86;فارسی;Released;;It's Winter;7.3;4;1;1;1
4633;0;Drama;tt1107809;en;Cutlass;First short movie directed by actress Kate Hudson with her stepfather Kurt Russell in the main part.;0.301777;none;United States of America;09/10/2007;0;16;English;Released;;Cutlass;6.1;8;0;1;1
4635;0;Drama|Thriller|Foreign;tt1086724;en;The Trap;Maggie's friends have planned a surprise birthday party (despite it being a month away). During the party, Maggie realizes there's more to it then that.;0.000879;none;United States of America;09/10/2007;0;20;English;Released;;The Trap;5.3;4;0;1;1
4638;12000000;Crime|Action|Comedy;tt0425112;en;Hot Fuzz;Top London cop, PC Nicholas Angel is good. Too good.  To stop the rest of his team from looking bad, he is reassigned to the quiet town of Sandford, paired with simple country cop, and everything seems quiet until two actors are found decapitated. It is addressed as an accident, but Angel isn't going to accept that, especially when more and more people turn up dead.;3.971208;Universal Pictures;United Kingdom;14/02/2007;80573774;121;English;Released;Big cops. Small town. Moderate violence.;Hot Fuzz;7.4;2051;5;1;1
4639;0;Action|Crime|Drama|Thriller;tt0092641;en;Best Seller;Hit man Cleve approaches writer/cop Dennis about a story for his next book: How Cleve made a living, working for one of the most powerful politicians in the country. To get the story right, they travel around the country to gather statements and evidence, while strong forces use any means they can to keep the story untold.;0.287059;Orion Pictures;United States of America;25/09/1987;4278150;95;English;Released;Writing A Book Is Easy. Writing A Best Seller Is Murder.;Best Seller;6.3;25;2;1;1
4641;0;Comedy|Drama|Family|TV Movie;tt0494716;en;Read It and Weep;A young girl turns into an A-List celebrity over night when her private journal is accidently published and becomes a best-seller.;0.246513;Salty Pictures;United States of America;21/07/2006;0;90;English;Released;;Read It and Weep;5.3;43;2;1;1
4643;70000000;Action;tt0406816;en;The Guardian;A high school swim champion with a troubled past enrolls in the U.S. Coast Guard's 'A' School, where legendary rescue swimmer, Ben Randall teaches him some hard lessons about loss, love, and self-sacrifice.;2.365503;Contrafilm;United States of America;28/09/2006;55011732;139;English;Released;How Do You Decide Who Lives Or Who Dies?;The Guardian;6.8;354;5;1;1
4644;0;Comedy|Drama;tt0924134;en;The Year of Getting to Know Us;A commitment-phobic man reunites with his estranged, ailing father and comes to terms with his own childhood.;0.701849;Ring Productions;United States of America;24/01/2008;0;90;English;Released;No Matter How Far You Go, You Can't Run From Family;The Year of Getting to Know Us;4.4;6;1;1;3
4645;0;Comedy;tt0094407;de;Ödipussi;"Paul Winkelmann (Loriot) is the CEO of a successful business in Hamburg that he took over after the death of his father eight years ago. But he is still strongly dominated by his 78 year old mother who cares for him as a child, and who cannot understand why he took an apartment on his own after all these years. The real ""problem"" starts when Paul gets to know psychologist Margarethe TIetze (Evelyn Hamann) whose relationship to her parents is also not so easy after all…";0.170828;Bavaria Film;Germany;10/03/1988;0;88;Deutsch;Released;;Ödipussi;6.7;33;1;1;1
4652;0;Fantasy;tt0183126;de;Die goldene Gans;;0.010319;Deutsche Film (DEFA);Germany;26/09/1964;0;67;Deutsch;Released;;The Golden Goose;6.5;4;1;1;1
4653;0;Comedy;tt0165344;de;Kampftag;No overview found.;0.000617;Infafilm;Germany;01/01/1982;0;90;Deutsch;Released;;Kampftag;0.0;0;1;1;1
4654;0;Comedy;tt0087191;en;Echt tu matsch;No overview found.;7.6e-05;none;Germany;01/01/1984;0;90;Deutsch;Released;;Echt tu matsch;0.0;0;0;1;1
4655;0;Action|Thriller;tt0080710;en;Traficantes de pánico;A band of thugs belonging to an organized crime family assaults several casinos at the same time creating death and panic in their wake. As they flee the scenes of their crimes police begin to close in on them, so they quickly hide themselves in a villa owned by a wealthy industrialist taking him and his family hostage.;0.001419;none;Spain;08/08/1980;0;93;Español;Released;;Under Siege;0.0;0;0;3;1
4656;0;Drama;tt1105288;de;Mörderischer Frieden;;0.088443;none;Germany;10/11/2007;0;91;shqip;Released;;Snipers Valley;6.0;2;0;1;3
4657;0;Crime|Drama|Mystery|Thriller;tt0382765;en;Jindabyne;Stewart Kane, an Irishman living in the Australian town of Jindabyne, is on a fishing trip in isolated hill country with three other men when they discover the body of a murdered girl in the river. Rather than return to the town immediately, they continue fishing and report their gruesome find days later. The story of a murder and a marriage - a film about the things that haunt us.;0.568067;Australian Film Finance Corporation (AFFC);Australia;20/07/2006;0;123;English;Released;Under the surface of every life lies a mystery;Jindabyne;5.7;24;7;1;1
4658;0;Documentary|Family;tt0488508;en;Arctic Tale;Arctic Tale is a 2007 documentary film from the National Geographic Society about the life cycle of a walrus and her calf, and a polar bear and her cubs, in a similar vein to the 2005 hit production March of the Penguins, also from National Geographic.;0.404051;Starbucks Entertainment;United States of America;17/06/2007;0;86;English;Released;;Arctic Tale;6.6;8;1;1;1
4659;0;Comedy;tt0087669;en;Mama Mia - Nur keine Panik;No overview found.;0.000527;none;Germany;07/12/1984;0;94;Deutsch;Released;;Mama Mia - Nur keine Panik;0.0;0;0;1;1
4660;0;Comedy;tt0192210;de;Kolp;Set in the fast and loose ambience of 1947 in West Germany, this story is about Hans Kolp, an inventive, teenage urban con artist who takes advantage of an out-of-control black market where almost any Allied goods can be stolen and traded for a tidy profit. Hans learns to speak good English from an American soldier friend, and bored with school -- which is nothing more than a big room in the railroad station with only one teacher to mind all levels of students -- the enterprising Hans starts a gang of petty thieves. Armed with a stolen jeep, the youngsters deal successfully in stolen goods, with Hans doing a good impression of a G.I. Business is so good, in fact, that when someone arrives to encourage Hans to get into the big-time with stolen vehicles and U.S. Army uniforms, the first crisis comes up in the small gang. Members want to back away from that level of dangerous dealing, but Hans wants to go for broke -- a difficult decision that will determine the young con's future.;0.107502;Frank Röth Filmproduktion;Germany;24/05/1985;0;105;Deutsch;Released;;Kolp;0.0;0;1;1;1
4676;0;Comedy|Drama|Romance;tt0340137;fr;Grande école;Paul and Agnes have been going out for quite a while and Agnes is shocked to learn that he'd rather live with two roommates on campus than move in with her. As soon as he meets one of his roommates, Louis-Anault, Paul's behavior changes - he is attracted to Louis without realizing so himself. Agnes, on the other hand, gets quite jealous and offers a bet: Whoever gets to have Louis-Anault first, wins... If she does, Paul will no longer explore his homosexual desires, if he does - she'll walk away. Meanwhile, Paul meets Mecir, a young Arab worker, who shows him there's more to life than elite colleges...;0.060669;France 2 Cinéma;France;04/02/2004;0;110;Français;Released;;Grande école;6.0;12;1;1;1
4677;0;Comedy;tt0405926;en;Fleur bleue;No overview found.;0.006924;none;France;28/12/1990;0;230;Français;Released;;Fleur bleue;0.0;0;0;1;1
4678;0;Drama;tt0100869;fr;La Vie des morts;A young woman convenes with her extended family in a provincial village where her cousin, in a coma, is hospitalized after attempting suicide.;0.013422;Odessa Films;France;12/06/1991;0;54;Français;Released;;The Life of the Dead;8.3;3;2;1;1
4679;0;Thriller|Foreign;tt0067773;en;Quelqu'un derrière la porte;A brain doctor (Anthony Perkins) with an unfaithful wife (Jill Ireland) brings home an amnesiac (Charles Bronson) and gets him to commit murder.;0.214287;Comacico;France;28/07/1971;0;97;English;Released;No memory, no name, no mind: This man will act out someone else's insanity and revenge.;Someone Behind the Door;5.8;4;3;1;1
4680;0;Crime|Drama;tt0069967;fr;Deux hommes dans la ville;A former bank robber is released after 10 years in prison. He gets help from a social-worker, but gets harassed by an old cop from his past.;1.326769;Adel Productions;France;24/10/1973;0;100;Français;Released;;Two Men in Town;6.8;21;1;2;1
4681;0;Crime|Drama;tt0072359;en;Verdict;No overview found.;0.139903;Les Films Concordia;France;11/09/1974;0;95;Français;Released;;Verdict;0.0;0;1;1;1
4682;0;History;tt0077211;en;La Barricade du Point du Jour;No overview found.;0.010125;Les Films du Point du Jour;France;01/01/1978;0;99;Français;Released;;La Barricade du Point du Jour;0.0;0;1;1;1
4683;0;Comedy|Crime|Drama;tt0069442;fr;Une belle fille comme moi;"Stanislas Previne is a young sociologist, preparing a thesis on criminal women. He chooses Camille Bliss as his subject of study and begins to visit her in prison for interviews. Camille became acquainted with trouble at a young age and justifies her actions by ""fate-bets.""  She is currently in prison for allegedly murdering one of her lovers. As she tells Stanislas of her life and love affairs, his interest in her grows to more than just professional.  Can he resist her charm?";0.073121;Les Films du Carrosse;France;13/09/1972;457163;98;Français;Released;;A Gorgeous Girl Like Me;7.1;7;2;1;1
4684;0;Comedy|Drama|Romance;tt0085264;en;Bolero;No overview found.;1,00E-06;Artus-Film;Germany;01/11/1985;0;103;Deutsch;Released;;Bolero;8.0;1;1;1;1
4685;0;Comedy|Drama;tt0205250;fr;Le maître-nageur;Marie, the charming daughter of Italian immigrants, has a dream : to become rich. In Roubaix, where she lives, she meets and marries small-time crooner Marcel Potier. Together they leave for the South of France where they live happily but poorly. Now, Marie hasn't forgotten her hopes of wealth and with this aim still in mind she pushes Marcel into becoming the swimming instructor of Achille Zopoulos, an oil tycoon.;1.7e-05;Nadja Films;France;03/03/1978;0;95;Français;Released;;Swimming Instructor;7.0;1;2;1;1
4688;0;Adventure|Drama|Music|Romance;tt0445922;en;Across the Universe;Musical based on The Beatles songbook and set in the 60s England, America, and Vietnam. The love story of Lucy and Jude is intertwined with the anti-war movement and social protests of the 60s.;1.507732;Revolution Studios;United States of America;14/09/2007;0;133;English;Released;All you need is love.;Across the Universe;7.1;384;2;1;1
4689;4000000;Action|Drama|Thriller;tt0310775;ko;복수는 나의 것;This is the story of Ryu, a deaf man, and his sister, who requires a kidney transplant. Ryu's boss, Park, has just laid him off, and in order to afford the transplant, Ryu and his girlfriend develop a plan to kidnap Park's daughter. Things go horribly wrong, and the situation spirals rapidly into a cycle of violence and revenge.;1.818498;CJ Entertainment;South Korea;29/03/2002;1954937;121;한국어/조선말;Released;Revenge Was Never This Sweet;Sympathy for Mr. Vengeance;7.2;277;2;1;1
4695;0;Comedy;tt0102629;de;Pappa ante Portas;Der Einkaufsdirektor Heinrich Lohse (Loriot) wird überraschend in den Vorruhestand geschickt. Seiner Familie verkündet er die “freudige” Botschaft, dass er fortan seine Erfahrungen der Familie und dem Haushalt zugute kommen lassen will. Heinrich versucht sogleich die Lebensmitteleinkäufe der Familie möglichst kostengünstig zu gestalten. Seine Gattin Renate kann dem Rabattvorteil von zwei Paletten Senf für einen Dreipersonen-Haushalt jedoch nicht viel Positives abgewinnen. Weiteres Chaos lässt nicht lange auf sich warten und im Hause Lohse droht ein Rosenkrieg auszubrechen. Und dann naht auch noch der 80. Geburtstag der Schwiegermutter.;0.040438;none;Germany;21/02/1991;0;84;Deutsch;Released;;Pappa ante Portas;7.5;28;0;1;1
4700;0;Comedy;tt0089329;de;Im Himmel ist die Hölle los;No overview found.;3.3e-05;Emotion Pictures;Germany;31/10/1984;0;82;Deutsch;Released;;Im Himmel ist die Hölle los;0.0;0;2;1;1
4701;0;Drama|History|Romance;tt0052270;en;A Tale of Two Cities;British barrister Sydney Carton lives an insubstantial and unhappy life. He falls under the spell of Lucie Manette, but Lucie marries Charles Darnay. When Darnay goes to Paris to rescue an imprisoned family retainer, he becomes entangled in the snares of the brutal French Revolution and is himself jailed and condemned to the guillotine. But Sydney Carton, in love with a woman he cannot have, comes up with a daring plan to save her husband.;0.628374;The Rank Organisation;United Kingdom;07/02/1958;0;115;English;Released;;A Tale of Two Cities;6.1;9;1;1;1
4702;0;Drama|History|Thriller;tt0068226;en;The Assassination of Trotsky;After having been forced to leave the Soviet Union 1929 Trotsky has ended up in Mexico 1940. He is still busy with the politics. Stalin has sent out an assassin, Frank Jacson. Jacson befriends a young communist and gets an invitation to Trotsky's house.;1.010494;none;France;20/04/1972;0;103;English;Released;;The Assassination of Trotsky;5.1;6;0;3;1
4703;2000000;Drama|Romance;tt0071385;en;Daisy Miller;In this comedy of manners, the American Winterbourne tries to figure out the bright and bubbly Daisy Miller, only to be helped and hindered by false judgments from their fellow friends.;0.01025;Copa del Oro;United States of America;22/05/1974;0;91;English;Released;;Daisy Miller;6.3;3;1;1;1
4704;6000000;Comedy|Music|Romance;tt0072665;en;At Long Last Love;Four socialites unexpectedly clash: heiress Brooke Carter runs into gambler Johnny Spanish at the race track while playboy Michael O. Pritchard nearly runs into stage star Kitty O'Kelly with his car. Backstage at Kitty's show, it turns out she and Brooke are old friends who attended public school together. The foursome do the town, accompanied by Brooke's companion Elizabeth, who throws herself at Michael's butler and chauffeur Rodney James.;0.024462;Twentieth Century Fox Film Corporation;United States of America;01/03/1975;1500000;118;English;Released;IT'S THE TOP! A New Kind of Musical with 16 Great Songs!;At Long Last Love;5.6;8;2;1;1
4705;0;Comedy;tt0074682;it;L'infermiera;Greedy relatives hire a sensual caregiver to hasten the demise of a wealthy count suffering from a heart condition.;1.057628;Compagnia Cinematografica Champion;Italy;19/12/1975;0;90;Italiano;Released;Ursula Andress will melt your thermometer;The Sensuous Nurse;6.4;4;2;1;1
4706;0;Mystery|Thriller;tt0079428;en;The Lady Vanishes;Remake of Alfred Hitchcock's 1938 classic. On the eve of the Second World War, a train carrying an assortment of passengers, pulls out of a small town in Bavaria. When one of the passengers, a kindly old lady, mysteriously disappears the other passengers are led into confrontation with the Nazis and a desperate race for freedom.;0.151356;Hammer Film Productions;United Kingdom;30/04/1979;0;97;English;Released;All aboard the train of mysterious events!;The Lady Vanishes;6.1;11;1;1;1
4707;0;Comedy;tt0064458;de;Hurra, die Schule brennt;No overview found.;0.08854;Franz Seitz Filmproduktion;Germany;17/12/1969;0;98;Deutsch;Released;;Hurrah, the School Is Burning;5.9;5;2;1;1
4708;0;War|Drama|History;tt0060814;fr;Paris brûle-t-il?;The title is Adolf Hitler's question to his chief of staff Alfred Jodl on the eve of the liberation of Paris (August 25): the military governor of Paris, General Dietrich von Choltitz, had been ordered to destroy Paris rather than let it fall undamaged into the hands of the Allies, but von Choltitz disobeyed.The film follows historical events as U.S. General Dwight D. Eisenhower, head of the Allied invasion, refuses to divert troops to liberate Paris. His hand is forced by the French military leader, Philippe Leclerc, and by a Resistance uprising in the city. Von Choltitz keeps details of the uprising from the German high command in an effort to save the city being destroyed in retaliation. The film follows his turmoil as a soldier and as the man who doesn't wish to be seen by history as the cause of a beautiful city's destruction.;0.575654;Marianne Productions;France;26/10/1966;0;175;English;Released;;Is Paris Burning?;7.1;21;2;2;3
4709;0;Comedy;tt0048104;fr;La Fête à Henriette;Two scriptwriters argue about the fate of Henrietta, a charming and gamine shopgirl. One favors a comical path for their heroine, who is overcome with sentimental love for a young photographer on Bastille Day. The other has a more thrilling and dastardly fate in mind for her. Among the film's irresistible conceits is Hildegarde Neff as an oversexed circus bareback rider.;0.00015;Regina Films;France;17/12/1952;0;118;Français;Released;;Holiday for Henrietta;0.0;0;1;1;1
4710;0;Drama|Romance;tt0060675;fr;Masculin féminin;The film stars French New Wave icon Jean-Pierre Léaud as Paul, a romantic young idealist and literary lion-wannabe who chases budding pop star, Madeleine (Chantal Goya, a real life Yé-yé girl).;0.604743;Sandrews;Sweden;22/03/1966;0;110;English;Released;;Masculin Féminin;7.6;60;4;2;3
4719;0;Comedy;tt0055759;fr;Arsène Lupin contre Arsène Lupin;No overview found.;0.000153;none;none;01/09/1962;0;90;Français;Released;;Arsène Lupin contre Arsène Lupin;0.0;0;0;0;1
4722;13000000;Horror|Science Fiction|Thriller;tt0106452;en;Body Snatchers;When Environmental Protection Agency inspector Steve Malone travels to a remote military base in order to check for toxic materials, he brings his family along for the ride. After arriving at the base, his teenage daughter Marti befriends Jean Platt, daughter of the base's commander, General Platt. When people at the base begin acting strangely, Marti becomes convinced that they are slowly being replaced by plant-like aliens.;0.533241;Warner Bros.;United States of America;09/06/1993;428868;87;English;Released;Imagine... you're gone and someone else is living inside your body.;Body Snatchers;5.9;94;3;1;1
4723;17000000;Action|Adventure|Comedy|Drama|Science Fiction|Thriller;tt0405336;en;Southland Tales;Set in the futuristic landscape of Los Angeles on July 4, 2008, as it stands on the brink of social, economic and environmental disaster. Boxer Santaros is an action star who's stricken with amnesia. His life intertwines with Krysta Now, an adult film star developing her own reality television project, and Ronald Taverner, a Hermosa Beach police officer who holds the key to a vast conspiracy.;0.963204;Universal Pictures;Germany;15/05/2006;374743;144;English;Released;Have a nice apocalypse.;Southland Tales;5.2;143;9;3;1
4727;0;Comedy;tt0058135;fr;Le Gendarme de Saint-Tropez;The ambitious police officer Cruchot (Louis de Funès) is transferred to St. Tropez. He's struggling with crimes such as persistent nude swimming, but even more with his teenage daughter, who's trying to impress her rich friends by telling them her father was a millionaire and owned a yacht in the harbor.;1.399598;Franca Films;France;09/09/1964;0;89;Français;Released;;The Gendarme of St. Tropez;6.7;106;2;1;1
4728;0;Comedy;tt0060450;fr;Le Gendarme à New York;The second installment of Gendarmes series, tells the story of Sergeant Cruchot (Louis De Funes), who, together with his faithful comrades, has been sent to the International Congress of Gendarmerie in N.Y.;0.970007;none;France;28/10/1965;0;95;Français;Released;;The Gendarme in New York;6.1;55;0;1;1
4729;0;Comedy;tt0063005;fr;Le gendarme se marie;The Saint-Tropez police launch a major offensive against dangerous drivers. Marechal Cruchot (Louis de Funès) relishes the assignment, which he pursues with a manic zeal. Cruchot is after an offending driver, who turns out to be Josépha (Claude Gensac), the widow of a highly regarded police colonel. When they meet, Cruchot falls instantly in love....;0.654435;Société Nouvelle de Cinématographie;France;30/10/1968;0;90;Français;Released;;The Gendarme Gets Married;6.6;63;2;1;1
4730;0;Action;tt0064746;fr;OSS 117 prend des vacances;OSS 177 goes on holiday to Brazil, but is called into action when he finds himself being stalked by a double.;7,00E-06;Companhia Cinematográfica Vera Cruz;Brazil;04/02/1970;0;90;Français;Released;;OSS 117 prend des vacances;0.0;0;3;3;1
4731;0;Adventure;tt0057469;en;Sandokan, la tigre di Mompracem;After the capture of the Sultan of Muluder, Sandokan, the sultan's son, leads a guerilla army through treacherous jungles to free his father and defeat Queen Victoria's army of invaders.;0.034413;Filmes S.A.;France;09/10/1963;0;90;Italiano;Released;Heroism and High Adventure in the Malay Jungle!;Sandokan the Great;6.0;1;3;2;1
4732;0;Adventure;tt0053695;en;Le capitaine Fracasse;A ruined Baron Philippe de baron, meets one day a troupe of traveling actors led by Herod. Attracted by the one who plays the role of the ingenue: Isabella, and by the dynamism and enthusiasm of his companions, he takes the place of the deceased poet of the troupe. And during performances, Philippe became the captain Sunder. For his part, Isabelle loves Philip, but does not consider marriage, nobility him missing, she refuses to harm the career of Baron. And one day, the Duke of Vallombrosa, seduced by Isabella, finds himself challenged to a duel by Philippe for touching the girl. Defeated, he launched his men against Sunder, then removes Isabelle. The actors throw themselves then to storm the castle where she is being held. This time Vallombrosa was seriously injured, and the duke's own father, rushed to the scene, Isabelle discovers the girl he had once been an actress. Nothing stands now the union of Sunder and Isabella, under the tender gaze of the actors Herod and Scapin.;0.175344;Documento Films;France;21/04/1961;0;108;Français;Released;;Captain Fracasse;5.3;3;4;3;1
4733;0;Comedy;tt0059328;fr;Le Jardinier d'Argenteuil;Tulipe, is an old man who lives alone in an old railway carriage in the Argentueil region of Paris. His main passions are gardening and oil painting, but he also has a secret source of income. His godson discovers that Tulipe is actually a master forger, producing perfect copies of 10 franc notes. His godson’s girlfriend sees this as an opportunity to get very rich – but she must persuade Tulipe to forge 500 franc notes. Assuming Tulipe’s agreement, his godson and his girlfriend buy an expensive new car and luxury villa in provincial France – but there is a cruel turn of fate in store for them when Tulipe strikes up a friendship with a millionaire playboy.;0.097654;Films Vertried;France;07/10/1966;0;86;Français;Released;;The Gardener of Argenteuil;7.0;1;2;1;1
4734;0;Drama;tt0103190;fr;Van Gogh;In late spring, 1890, Vincent moves to Auvers-sur-Oise, near Paris, under the care of Dr. Gachet, living in a humble inn. Fewer than 70 days later, Vincent dies from a self-inflicted gunshot wound. We see Vincent at work, painting landscapes and portraits. His brother Theo, wife Johanna, and their baby visit Auvers. Vincent is playful and charming, engaging the attentions of Gachet's daughter Marguerite (who's half Vincent's age), a young maid at the inn, Cathy a Parisian prostitute, and Johanna. Shortly before his death, Vincent visits Paris, quarrels with Theo, disparages his own art and accomplishments, dances at a brothel, and is warm then cold toward Marguerite.;0.125072;Cofimage 2;France;30/10/1991;138000;158;Français;Released;The last 67 days of the great artist's life.;Van Gogh;6.6;16;1;1;1
4735;0;Drama;tt0074231;fr;Le Bon et les méchants;From 1935 to 1945, the happiness of a couple turns to sadness when their Traction Avant auto is used by the gang des Tractions Avant.;0.068922;Les Films 13;France;21/01/1976;0;120;Français;Released;;The Good and the Bad;7.6;4;1;1;1
4736;0;Drama;tt0038631;en;L'Idiot;No overview found.;0.030873;Films Sacha Gordine;France;07/06/1946;0;101;Français;Released;;L'Idiot;6.3;3;1;1;1
4738;0;Comedy|Drama;tt1034388;de;Du bist nicht allein;No overview found.;0.001221;none;Germany;01/05/2007;0;90;Deutsch;Released;;You're Not Alone;5.0;1;0;1;1
